lead_id,lead_indicator,date_part,source,domain,country,customer_group,onboarding,customer_code,visited_learn_more_before_booking,visited_faq,purchases,time_spent,n_visits,bin_source
35,1.0,2024-01-08,fb,.com,CN,1,True,UUQVNHSVAC,0.5462672146643959,0.15286042781329867,0.49877719203608895,0.6239340530412303,0.19013717044102588,socials
36,0.0,2024-01-28,signup,.cn,DK,6,True,KYUCVVIKET,0.0,0.7643021390664934,0.27596072692218554,0.42871674428790874,0.14260287783076941,group1
37,0.0,2024-01-15,fb,.dk,DK,4,True,BYIAYBBUQY,0.15607634704697024,0.07643021390664934,0.49877719203608895,0.08732199824130182,0.4278086334923082,socials
38,1.0,2024-01-02,signup,.cn,DK,2,True,HFELNNHTEW,0.23411452057045534,0.07643021390664934,0.49877719203608895,0.9884623664038963,0.38027434088205175,group1
39,0.0,2024-01-24,fb,.dk,CN,6,True,OKRIVUYHYW,0.0,0.229290641719948,0.49877719203608895,0.3251707366367995,0.09506858522051295,socials
40,0.0,2024-01-01,signup,.cn,DK,3,False,HOVYUZIDIO,0.4682290411409107,0.3821510695332467,0.49877719203608895,0.415429187794929,0.14260287783076941,group1
41,0.0,2024-01-09,signup,.dk,DK,6,False,BBRMJIJJBF,0.5462672146643959,0.30572085562659734,0.38736895947913724,0.3615287344721487,0.04753429261025647,group1
42,0.0,2024-01-09,fb,.com,CN,1,False,HSQEMOHPZP,0.15607634704697024,0.07643021390664934,1.0000000000000002,0.5557576588996005,0.0,socials
43,1.0,2024-01-13,signup,.cn,CN,4,False,PWSIBFQQXN,0.624305388187881,0.07643021390664934,1.0000000000000002,0.406707703899889,0.5704115113230777,group1
44,0.0,2024-01-31,signup,.cn,US,8,True,XNVURJEHVZ,0.0,0.30572085562659734,0.833001889706944,0.09772963069981921,0.04753429261025647,group1
45,1.0,2024-01-08,fb,.com,CN,3,False,UMGVSUPDUV,0.0,0.15286042781329867,0.7215936571499924,0.4921496548752242,0.9506858522051295,socials
46,0.0,2024-01-27,organic,.dk,DK,6,False,HAUZHOWCXX,0.07803817352348512,0.30572085562659734,1.0000000000000002,0.6714603779292658,0.04753429261025647,group1
47,1.0,2024-01-21,li,.dk,CN,6,True,EFENWKONOD,0.3901908676174256,0.15286042781329867,0.27596072692218554,0.5315922839034499,0.7605486817641035,socials
48,1.0,2024-01-05,organic,.dk,US,3,True,LTACCNLMUS,0.624305388187881,0.0,0.49877719203608895,0.0,0.6179458039333341,group1
49,0.0,2024-01-29,signup,.com,US,1,False,CPADDAXJVL,0.0,0.458581283439896,0.833001889706944,0.4579076513547071,0.4278086334923082,group1
51,1.0,2024-01-21,organic,.cn,CN,6,True,ZPCHMCBNUD,1.0,0.30572085562659734,0.9444101222638958,0.31027417405780255,0.6654800965435906,group1
52,1.0,2024-01-04,fb,.cn,CN,4,True,VKRLVPEGIA,0.3901908676174256,0.6114417112531947,0.27596072692218554,0.2521659972982402,0.6654800965435906,socials
53,1.0,2024-01-17,organic,.com,US,5,False,MNIQRSJWSY,0.3901908676174256,0.3821510695332467,0.7215936571499924,0.5403137569367389,0.5704115113230777,group1
54,1.0,2024-01-16,li,.dk,CN,5,True,TBTCCIKIZT,0.9364580822818214,0.15286042781329867,0.49877719203608895,0.36673571259161797,0.33274004827179526,socials
55,1.0,2024-01-16,signup,.dk,DK,9,False,ZQFIPOQZHG,0.7803817352348512,0.15286042781329867,0.9444101222638958,0.38668862049615393,0.23767146305128237,group1
56,0.0,2024-01-25,fb,.dk,DK,1,True,RHDXWWJWIV,0.23411452057045534,0.15286042781329867,0.1645524943652339,0.7341147963389916,0.14260287783076941,socials
57,0.0,2024-01-31,signup,.cn,CN,9,False,JFLRBCHQYR,0.15607634704697024,0.0,0.6101854245930406,0.25551506897527654,0.09506858522051295,group1
58,0.0,2024-01-26,signup,.com,CN,7,True,SOMOYBNEQM,0.4682290411409107,0.229290641719948,1.0000000000000002,0.49830857282241237,0.23767146305128237,group1
59,0.0,2024-01-30,li,.dk,DK,3,True,DAJJXDCWKW,0.23411452057045534,0.07643021390664934,0.27596072692218554,0.6027734809844336,0.09506858522051295,socials
60,0.0,2024-01-20,li,.dk,CN,6,False,TYLXIXMEPW,0.3121526940939405,0.15286042781329867,0.38736895947913724,0.3434710500975111,0.5228772187128212,socials
61,0.0,2024-01-03,signup,.cn,US,6,True,BTDCFQUACC,0.07803817352348512,0.07643021390664934,0.6101854245930406,0.5921246591184506,0.6179458039333341,group1
62,1.0,2024-01-06,fb,.dk,US,1,True,XHOOIFJXSA,1.0,0.229290641719948,0.38736895947913724,0.8003071165502424,0.7130143891538471,socials
63,0.0,2024-01-01,li,.cn,CN,2,True,DVVIZQSFSE,0.0,0.0,0.49877719203608895,0.38842538316614084,0.0,socials
64,0.0,2024-01-21,li,.dk,US,8,False,WUVHNFGHYA,0.0,0.07643021390664934,1.0000000000000002,0.6041179150789828,0.0,socials
65,1.0,2024-01-16,li,.cn,DK,4,False,KYUKNLMALV,0.07803817352348512,0.0,0.38736895947913724,0.24265573295969567,0.5228772187128212,socials
66,0.0,2024-01-15,organic,.cn,CN,8,False,KGVUNQBGLO,0.23411452057045534,0.917162566879792,0.1645524943652339,0.5843977741819466,0.19013717044102588,group1
67,1.0,2024-01-07,li,.dk,US,5,False,KTRTWVKAYB,0.624305388187881,0.3821510695332467,0.833001889706944,0.5779803640499304,0.6179458039333341,socials
68,0.0,2024-01-02,signup,.cn,DK,9,False,HTUIUEAPSS,0.4682290411409107,0.229290641719948,0.6101854245930406,0.35377299899684633,0.19013717044102588,group1
70,1.0,2024-01-25,organic,.dk,CN,6,True,EEKRZPRKPD,0.0,0.5350114973465454,0.38736895947913724,0.49761792791814097,0.4753429261025646,group1
71,0.0,2024-01-28,li,.com,CN,9,False,NBTIPGWQLS,0.3121526940939405,0.30572085562659734,0.49877719203608895,0.5412752988676037,0.0,socials
72,0.0,2024-01-15,signup,.dk,CN,5,True,KQAKBGLQBJ,0.3901908676174256,0.5350114973465454,0.38736895947913724,0.7118185333033953,0.04753429261025647,group1
73,1.0,2024-01-06,organic,.dk,US,3,False,YYMJLMAOTX,0.702343561711366,0.5350114973465454,0.49877719203608895,0.5321155613588116,0.38027434088205175,group1
74,1.0,2024-01-02,organic,.com,CN,9,True,IACDWLKYBQ,0.07803817352348512,0.229290641719948,0.27596072692218554,0.4273329585769523,0.6654800965435906,group1
75,1.0,2024-01-24,fb,.com,CN,9,True,NHRGOADYDN,0.23411452057045534,0.458581283439896,0.49877719203608895,0.29589053937113796,0.9506858522051295,socials
76,1.0,2024-01-24,li,.cn,US,7,False,ITTRBUNGCH,0.3121526940939405,0.0,0.1645524943652339,0.9233512520730942,0.7130143891538471,socials
77,0.0,2024-01-17,fb,.com,US,3,True,YDPGFEBSMC,0.3901908676174256,1.0,1.0000000000000002,0.8103787087637855,0.38027434088205175,socials
78,0.0,2024-01-28,fb,.com,DK,3,False,QMLEAOLDXE,0.0,0.07643021390664934,0.27596072692218554,0.5421636681407378,0.5228772187128212,socials
79,0.0,2024-01-01,organic,.cn,US,1,False,QCQJKNKFEL,0.3121526940939405,0.07643021390664934,0.6101854245930406,0.46163248734492823,0.0,group1
80,1.0,2024-01-01,li,.com,CN,1,True,RYVYNXJKLJ,0.23411452057045534,0.07643021390664934,0.27596072692218554,0.8387153361930086,0.38027434088205175,socials
81,1.0,2024-01-28,organic,.dk,US,6,False,XHUNFQGQEB,0.3901908676174256,0.229290641719948,0.6101854245930406,0.09504665321568107,0.9031515595948729,group1
82,0.0,2024-01-04,fb,.com,CN,5,False,CYOILUYCQH,0.0,0.3821510695332467,0.053144261808282196,0.7754822577659364,0.80808297437436,socials
83,0.0,2024-01-20,organic,.cn,US,8,False,SPGBWXXXEV,0.15607634704697024,0.5350114973465454,0.27596072692218554,0.8014526947648495,0.04753429261025647,group1
84,0.0,2024-01-16,organic,.dk,DK,2,False,AWBDXYFATM,0.0,0.0,0.49877719203608895,0.6517287889956611,0.0,group1
85,0.0,2024-01-08,organic,.cn,DK,6,True,EIYQJROSLV,0.07803817352348512,0.229290641719948,0.6101854245930406,0.16476463367971528,0.0,group1
86,1.0,2024-01-01,fb,.com,DK,2,False,AVERVLSIIY,0.0,0.0,0.833001889706944,0.9241486757305495,0.6654800965435906,socials
87,1.0,2024-01-26,signup,.dk,DK,7,False,XJMJZQDDJC,0.702343561711366,0.229290641719948,0.27596072692218554,0.7894132484279979,0.4278086334923082,group1
88,1.0,2024-01-19,signup,.com,DK,5,False,ILBYCVCCZP,0.7803817352348512,0.07643021390664934,0.49877719203608895,0.301464696537181,0.19013717044102588,group1
89,0.0,2024-01-11,fb,.cn,US,7,True,KGAUDWZKEW,0.07803817352348512,0.458581283439896,0.9444101222638958,0.9757090177928456,0.09506858522051295,socials
90,0.0,2024-01-17,li,.cn,CN,5,True,AYOALEMSTO,0.0,0.0,0.49877719203608895,0.354290572349762,0.0,socials
91,1.0,2024-01-25,organic,.com,US,3,False,GWFWSQUJNI,0.0,0.15286042781329867,0.49877719203608895,0.29374917581605553,0.6179458039333341,group1
92,1.0,2024-01-10,fb,.cn,DK,8,False,LYLYFYYSGM,0.07803817352348512,0.7643021390664934,0.38736895947913724,0.8258533448716436,0.6179458039333341,socials
93,1.0,2024-01-12,signup,.com,DK,3,True,BNJNDMKIOK,0.0,0.5350114973465454,0.7215936571499924,0.8891720851581133,0.33274004827179526,group1
94,1.0,2024-01-09,fb,.cn,CN,8,False,VIVFPTQTUZ,0.0,0.0,0.49877719203608895,0.3922448822586082,0.7605486817641035,socials
95,0.0,2024-01-07,signup,.cn,DK,1,False,JBJDCNSVYQ,0.07803817352348512,0.0,0.49877719203608895,0.5127159226337081,0.19013717044102588,group1
96,1.0,2024-01-29,li,.cn,US,9,False,SKEVJIONMJ,0.15607634704697024,0.30572085562659734,0.1645524943652339,0.4343963365457184,0.2852057556615388,socials
97,0.0,2024-01-12,signup,.cn,DK,3,False,EVTQSTMJAY,0.15607634704697024,0.07643021390664934,0.1645524943652339,0.5686427777056613,0.4753429261025646,group1
98,0.0,2024-01-15,li,.dk,DK,7,False,SYPZXRLSZK,0.624305388187881,0.917162566879792,0.49877719203608895,0.05550629283488817,0.09506858522051295,socials
99,0.0,2024-01-08,li,.dk,CN,6,True,CSXBASZMIE,1.0,0.15286042781329867,0.38736895947913724,0.29690398443949606,0.04753429261025647,socials
100,0.0,2024-01-17,li,.com,DK,6,True,CFTKLSVBDQ,0.5462672146643959,0.0,0.7215936571499924,0.5901046991692573,0.0,socials
101,1.0,2024-01-05,fb,.com,US,6,True,NPPVPKUEPI,0.3901908676174256,1.0,0.38736895947913724,0.6749322323242075,0.80808297437436,socials
102,0.0,2024-01-31,fb,.com,DK,5,False,DPBWSKSDFR,0.07803817352348512,0.15286042781329867,0.6101854245930406,0.2489610963957758,0.04753429261025647,socials
103,1.0,2024-01-14,li,.com,US,7,True,KFTLZBVGMB,0.15607634704697024,0.229290641719948,0.27596072692218554,0.7398460585196678,0.2852057556615388,socials
104,1.0,2024-01-02,signup,.cn,DK,1,True,IROQPSWYUC,0.3901908676174256,0.458581283439896,0.38736895947913724,0.07542704334326578,0.6654800965435906,group1
105,0.0,2024-01-16,organic,.cn,US,5,False,NOVDBSGTUV,0.624305388187881,0.07643021390664934,0.9444101222638958,0.3889224010261976,0.4278086334923082,group1
106,0.0,2024-01-29,organic,.cn,DK,5,True,TJIBQAICLA,0.4682290411409107,0.07643021390664934,0.1645524943652339,0.07835389057364672,0.14260287783076941,group1
107,1.0,2024-01-17,signup,.com,CN,2,True,YHGCDBUZOO,0.3901908676174256,0.30572085562659734,1.0000000000000002,0.5668572095816815,0.5704115113230777,group1
108,0.0,2024-01-03,organic,.dk,US,6,True,HAGGBWETXA,0.4682290411409107,0.0,0.9444101222638958,0.6150806170439584,0.23767146305128237,group1
109,0.0,2024-01-23,signup,.com,DK,2,True,TUKZRKNGZC,0.07803817352348512,0.0,0.27596072692218554,0.3605788187864518,0.0,group1
110,0.0,2024-01-01,signup,.dk,US,4,True,NWTUJSIWDD,0.3121526940939405,0.30572085562659734,0.6101854245930406,0.6995858267476516,0.14260287783076941,group1
111,0.0,2024-01-27,li,.dk,DK,5,False,QCVGFOTHCH,0.23411452057045534,0.15286042781329867,0.38736895947913724,0.739225690350052,0.14260287783076941,socials
112,1.0,2024-01-18,signup,.cn,CN,4,True,BPQXMGSSGK,0.702343561711366,0.229290641719948,0.27596072692218554,0.6535236459880158,0.2852057556615388,group1
113,1.0,2024-01-18,fb,.cn,CN,4,True,PGHFLBNSAR,0.0,0.0,0.27596072692218554,0.5272129937983654,0.8556172669846165,socials
114,1.0,2024-01-04,fb,.com,CN,4,False,OMDKEAHODZ,0.07803817352348512,0.3821510695332467,0.6101854245930406,0.5111177635487776,0.6654800965435906,socials
115,1.0,2024-01-15,fb,.com,US,3,True,SEKGRYIOYN,0.3121526940939405,0.0,0.7215936571499924,0.8065863958687403,0.23767146305128237,socials
116,1.0,2024-01-28,signup,.dk,CN,3,False,ANVCOQDWPG,0.15607634704697024,0.3821510695332467,0.38736895947913724,0.5365089776245306,1.0,group1
117,0.0,2024-01-19,fb,.dk,US,4,False,RFEIPROXGO,0.15607634704697024,0.30572085562659734,0.7215936571499924,0.12369529182941008,0.09506858522051295,socials
118,1.0,2024-01-19,li,.cn,US,5,True,IMQUICWUXT,0.3121526940939405,0.0,0.38736895947913724,0.5482167176910946,0.80808297437436,socials
119,1.0,2024-01-10,li,.dk,CN,3,False,OOWFTNZNZU,0.15607634704697024,0.6114417112531947,0.38736895947913724,0.3211417108598851,0.5228772187128212,socials
120,1.0,2024-01-05,organic,.dk,US,9,False,DWBTSKPSSO,0.15607634704697024,0.15286042781329867,0.38736895947913724,0.6120266996655537,0.4278086334923082,group1
121,1.0,2024-01-19,organic,.com,US,2,True,XVPEMSEHTL,0.3121526940939405,0.0,0.38736895947913724,0.3116651249145872,0.5704115113230777,group1
122,0.0,2024-01-11,li,.com,US,1,False,FGLDRIAFOS,0.0,0.458581283439896,0.7215936571499924,0.721938484071305,0.4278086334923082,socials
123,0.0,2024-01-07,fb,.dk,US,4,False,VYCFTNIJZT,0.0,0.0,0.1645524943652339,0.18555068976821287,0.14260287783076941,socials
124,0.0,2024-01-05,li,.dk,CN,2,True,SEJLGSITGJ,0.3901908676174256,0.15286042781329867,0.49877719203608895,0.5366713037794963,0.5228772187128212,socials
125,0.0,2024-01-20,fb,.dk,US,2,False,TOXOBGGLMW,0.07803817352348512,0.0,0.6101854245930406,0.1348176620766055,0.0,socials
126,1.0,2024-01-12,signup,.com,CN,3,True,NBUXBYCSKE,0.23411452057045534,0.15286042781329867,0.38736895947913724,0.3298220608864524,0.8556172669846165,group1
127,1.0,2024-01-19,fb,.com,CN,8,True,AFQRSECYXF,0.0,0.0,0.38736895947913724,0.227795824469875,0.33274004827179526,socials
128,0.0,2024-01-15,fb,.cn,US,8,False,WWWXQNNRUH,0.07803817352348512,1.0,0.38736895947913724,0.18282596133796192,0.23767146305128237,socials
129,1.0,2024-01-12,fb,.cn,US,9,False,PNMGLRGQUP,0.0,0.6114417112531947,0.27596072692218554,0.32822679891426576,0.4278086334923082,socials
130,0.0,2024-01-04,signup,.cn,CN,5,True,FBOBLIOYHV,1.0,0.0,0.49877719203608895,0.7794405857358719,0.19013717044102588,group1
131,0.0,2024-01-30,li,.cn,CN,9,False,KHUIHFTXQI,0.07803817352348512,0.3821510695332467,0.38736895947913724,0.24439847332551157,0.19013717044102588,socials
132,0.0,2024-01-31,organic,.com,CN,5,True,LUDJWUEEBT,0.23411452057045534,0.15286042781329867,0.1645524943652339,0.6140844086888064,0.19013717044102588,group1
133,0.0,2024-01-12,signup,.cn,US,5,True,TLHITDPRSA,1.0,0.30572085562659734,0.7215936571499924,0.3242012955073492,0.23767146305128237,group1
134,1.0,2024-01-18,fb,.com,US,3,False,IRVORQPGVX,0.0,0.458581283439896,0.053144261808282196,0.5684567273256018,1.0,socials
135,0.0,2024-01-17,fb,.com,DK,8,True,XGTQMUBQCU,0.23411452057045534,0.0,0.49877719203608895,0.36785940373598613,0.9982201448153858,socials
136,1.0,2024-01-19,organic,.cn,US,4,True,IKYCJQUDSZ,0.0,0.07643021390664934,0.49877719203608895,0.37465719867394354,0.38027434088205175,group1
137,1.0,2024-01-16,fb,.com,US,7,True,CUDZZVPUKG,0.8584199087583363,1.0,0.38736895947913724,0.41402072741241414,0.5704115113230777,socials
138,0.0,2024-01-11,li,.dk,CN,1,False,OKFTBSEGEZ,0.8584199087583363,0.6114417112531947,0.27596072692218554,0.5837167534776921,0.19013717044102588,socials
141,0.0,2024-01-01,signup,.dk,CN,7,False,JMFONJZUPE,0.3901908676174256,0.15286042781329867,0.6101854245930406,0.04720502530808579,0.33274004827179526,group1
142,0.0,2024-01-17,signup,.cn,DK,9,False,KNDCQISUNM,0.702343561711366,0.07643021390664934,0.38736895947913724,0.7814405684265027,0.33274004827179526,group1
143,0.0,2024-01-18,li,.com,US,1,True,IUHLTMLRTE,0.15607634704697024,0.15286042781329867,0.38736895947913724,0.6203754506980106,0.0,socials
144,0.0,2024-01-29,li,.com,DK,7,True,KYEHZABBYW,0.8584199087583363,0.229290641719948,0.1645524943652339,0.35942515678620035,0.19013717044102588,socials
145,0.0,2024-01-29,fb,.com,US,2,True,WHCPLPNPOD,0.9364580822818214,0.3821510695332467,0.38736895947913724,0.6996638453021524,0.6654800965435906,socials
146,1.0,2024-01-25,signup,.cn,CN,9,False,UKEAVDRBIM,0.624305388187881,0.687871925159844,0.833001889706944,0.5185763950436879,0.9506858522051295,group1
147,1.0,2024-01-29,fb,.dk,DK,5,False,UCEQTMPIQZ,0.0,1.0,0.053144261808282196,0.68990544675074,0.23767146305128237,socials
148,0.0,2024-01-13,signup,.dk,US,2,True,VIQNDTATLY,0.624305388187881,0.30572085562659734,0.27596072692218554,0.7760980899832739,0.23767146305128237,group1
149,0.0,2024-01-05,li,.cn,CN,2,True,LWJFTIMJZA,0.4682290411409107,0.6114417112531947,0.49877719203608895,0.28796166219488795,0.04753429261025647,socials
150,1.0,2024-01-25,organic,.com,CN,2,True,TGQYCDWUAR,0.0,0.5350114973465454,0.38736895947913724,0.8039329740318695,0.8556172669846165,group1
151,0.0,2024-01-24,organic,.com,CN,2,False,JACCILVPHP,0.0,0.5350114973465454,0.6101854245930406,0.3766412101062864,0.0,group1
152,0.0,2024-01-29,signup,.cn,US,2,False,PKMEXRHJWN,0.3121526940939405,0.6114417112531947,0.7215936571499924,0.5366794687588841,0.04753429261025647,group1
153,0.0,2024-01-27,li,.cn,CN,6,True,PSGFTHSGBE,0.4682290411409107,0.15286042781329867,0.6101854245930406,0.6566029075579602,0.2852057556615388,socials
155,0.0,2024-01-01,organic,.cn,DK,4,False,YWNMPFPIHR,0.624305388187881,0.07643021390664934,0.7215936571499924,0.5150232021669061,0.4753429261025646,group1
156,1.0,2024-01-10,organic,.dk,US,2,False,CJBRMLEKNK,0.3121526940939405,0.229290641719948,0.27596072692218554,0.04563420220174397,0.9982201448153858,group1
157,1.0,2024-01-05,li,.dk,US,7,True,ODWZXCCSEX,0.07803817352348512,0.229290641719948,0.49877719203608895,0.9130542292030053,0.6654800965435906,socials
158,0.0,2024-01-28,organic,.cn,US,8,True,UUIOZILWBK,0.702343561711366,0.0,0.27596072692218554,0.5414278039225402,0.14260287783076941,group1
159,1.0,2024-01-01,fb,.com,DK,3,False,YCJTTVCFMS,0.0,0.07643021390664934,0.38736895947913724,0.1001666240964072,1.0,socials
160,0.0,2024-01-23,signup,.dk,US,7,False,PJACVAGSNN,0.0,0.6114417112531947,0.833001889706944,1.0,0.04753429261025647,group1
161,1.0,2024-01-26,organic,.cn,DK,8,True,SEAOCYWBYH,0.07803817352348512,1.0,0.49877719203608895,0.0,0.6654800965435906,group1
162,1.0,2024-01-30,li,.com,DK,6,True,ONRGXAPTXG,0.15607634704697024,0.7643021390664934,0.38736895947913724,0.5088184536824905,0.14260287783076941,socials
163,1.0,2024-01-11,fb,.cn,DK,4,False,EDDEFBGFMJ,0.5462672146643959,0.3821510695332467,0.38736895947913724,0.5774980359757262,0.4278086334923082,socials
164,0.0,2024-01-24,organic,.cn,DK,2,True,IAHEAGIIXY,0.15607634704697024,0.07643021390664934,0.49877719203608895,0.31726485975584273,0.09506858522051295,group1
165,1.0,2024-01-24,fb,.cn,CN,5,False,CPRULJMNEQ,0.0,0.3821510695332467,0.27596072692218554,0.24272771962990092,1.0,socials
166,0.0,2024-01-07,li,.cn,DK,2,True,JEJEULULSA,0.702343561711366,0.30572085562659734,0.27596072692218554,0.2235356636007797,0.7605486817641035,socials
167,0.0,2024-01-18,signup,.cn,CN,1,False,MNCSDIPRDF,0.07803817352348512,0.229290641719948,0.6101854245930406,0.35034182077429854,0.14260287783076941,group1
168,0.0,2024-01-21,fb,.com,DK,4,True,ZZTWLIPLAJ,0.5462672146643959,0.687871925159844,0.49877719203608895,0.5542758784820094,0.0,socials
169,1.0,2024-01-20,signup,.dk,DK,6,False,CNNNKVXVBZ,0.07803817352348512,0.30572085562659734,0.38736895947913724,0.5046996772514021,0.6179458039333341,group1
170,1.0,2024-01-21,li,.com,CN,3,False,VMALORHFFD,0.3901908676174256,0.0,0.27596072692218554,0.31774205405438005,0.6654800965435906,socials
171,0.0,2024-01-10,fb,.dk,CN,8,True,IENMMKVYQM,0.15607634704697024,0.15286042781329867,0.6101854245930406,0.5749638680820612,0.04753429261025647,socials
172,1.0,2024-01-25,li,.cn,US,3,True,HLXXORNUVI,0.23411452057045534,0.15286042781329867,0.27596072692218554,0.12917748833464415,0.33274004827179526,socials
173,0.0,2024-01-15,fb,.cn,CN,2,True,POEVZJHWYX,0.15607634704697024,0.0,0.053144261808282196,0.40819715309849647,0.09506858522051295,socials
174,1.0,2024-01-04,li,.com,CN,3,False,OBJNQZWLUO,0.0,0.0,0.38736895947913724,0.621978485550851,0.2852057556615388,socials
175,0.0,2024-01-16,li,.com,CN,1,True,RHKILMYMZV,0.3121526940939405,0.687871925159844,0.6101854245930406,0.724510043251589,0.19013717044102588,socials
176,1.0,2024-01-15,organic,.dk,US,4,False,SFHOWCCVWR,0.07803817352348512,0.0,0.38736895947913724,0.5948014972671021,0.4278086334923082,group1
177,0.0,2024-01-15,organic,.cn,US,4,True,INBWGYPGOI,0.3901908676174256,0.5350114973465454,0.38736895947913724,0.35327381171031025,0.04753429261025647,group1
